_id,value
"! Soups",1.0
"! Southern",1.0
"! Specials",1.0
"! Specifically",1.0
"! Spiced",1.0
"! Spinatos",1.0
"! Splitting",1.0
"! Sportmans",1.0
"! Staff",4.0
"! Star",1.0
"! Started",4.0
"! Stephanie",1.0
"! Still",2.0
"! Stopped",1.0
"! Stretchy",1.0
"! Such",3.0
"! Sure",1.0
"! Sushi",1.0
"! Sweet",3.0
"! Sweetie",1.0
"! Switch",1.0
"! T",1.0
"! THE",1.0
"! THIS",1.0
"! TIP",1.0
"! Take",3.0
"! Talk",1.0
"! Tasted",1.0
"! Tasty",3.0
"! Tequilasgreat",1.0
"! Thai",1.0
"! Thank",8.0
"! Thanks",10.0
"! That",17.0
"! Thats",16.0
"! The",393.0
"! Their",12.0
"! Then",12.0
"! There",23.0
"! Theres",4.0
"! Theresa",1.0
"! These",3.0
"! They",90.0
"! Theyre",1.0
"! Theyve",1.0
"! Thick",1.0
"! Thin",1.0
"! Things",1.0
"! This",71.0
"! Those",1.0
"! Though",4.0
"! Three",1.0
"! Thus",1.0
"! Tims",1.0
"! To",7.0
"! Too",1.0
"! Total",1.0
"! Totally",4.0
"! Toward",1.0
"! True",1.0
"! Truly",2.0
"! Trust",1.0
"! Try",6.0
"! Trying",1.0
"! Two",4.0
"! Ugh",1.0
"! UhI",1.0
"! Um",1.0
"! Unbelievers",1.0
"! Unfortunately",1.0
"! Update",1.0
"! Upon",1.0
"! Usually",2.0
"! VERY",1.0
"! Valley",1.0
"! Very",18.0
"! WHY",1.0
"! WOW",1.0
"! WTF",2.0
"! Walking",1.0
"! Warm",3.0
"! Warmest",1.0
"! Was",1.0
"! Wayyyy",1.0
"! We",135.0
"! Weird",1.0
"! Welcome",1.0
"! Well",16.0
"! Wellno",1.0
"! Went",5.0
"! Were",3.0
"! Weve",2.0
"! What",24.0
"! Whats",1.0
"! When",9.0
"! Where",5.0
"! Wheres",1.0
"! Whether",1.0
"! Whew",1.0
"! Which",2.0
"! While",10.0
"! Who",1.0
"! Whoa",1.0
"! Why",4.0
"! Will",2.0
"! Wine",1.0
"! Wines",1.0
"! With",6.0
"! Within",2.0
"! Without",1.0
"! Woe",1.0
"! Wonderful",3.0
"! Wondering",1.0
"! Would",1.0
"! Wow",2.0
"! YAY",2.0
"! YOU",1.0
"! YUM",2.0
"! YUMMM",1.0
"! YUMMMMMMMMMMMMMMMMMMMM",1.0
"! YUMMY",2.0
"! Yasus",1.0
"! Yeah",5.0
"! Years",1.0
"! Yelp",1.0
"! Yep",1.0
"! Yes",17.0
"! Yippie",1.0
"! Yo",1.0
"! You",37.0
"! Youll",1.0
"! Your",3.0
"! Yum",2.0
"! Yummy",2.0
"! Yup",3.0
"! ZING",1.0
"! Zipps",1.0
"! ]",1.0
"! again",1.0
"! and",51.0
"! anyway",1.0
"! app",1.0
"! are",2.0
"! as",4.0
"! at",3.0
"! bacon",1.0
"! beef",1.0
"! berry",1.0
"! best",1.0
"! btw",1.0
"! bullshit",1.0
"! but",8.0
"! butter",2.0
"! cakes",1.0
"! cant",1.0
"! chai",1.0
"! chicken",1.0
"! coffee",1.0
"! come",1.0
"! definitely",1.0
"! delicious",1.0
"! did",1.0
"! dont",1.0
"! else",1.0
"! even",1.0
"! expecting",1.0
"! five",1.0
"! for",2.0
"! fresh",1.0
"! friendly",1.0
"! from",2.0
"! gimmick",1.0
"! great",1.0
"! grocery",1.0
"! he",3.0
"! hello",1.0
"! high",2.0
"! how",2.0
"! httpwwwyelpcombiz_photosJdtJjmMukLXUgDjVTEggselectUMYlOVwixbiNkHhZMPQRDHeNqLdhimLWDRg",1.0
"! httpwwwyelpcombiz_photosWcDPXGudcNiXKQfQtAuseridQhYJxjQdPuSqfGeaGcAAPwZffmGQjulAvA",2.0
"! httpwwwyelpcombiz_photosWcDPXGudcNiXKQfQtAuseridQhYJxjQdPuSqfGeaGcACoBAflHDmVuDInPyyqA",2.0
"! httpwwwyelpcombiz_photosWcDPXGudcNiXKQfQtAuseridQhYJxjQdPuSqfGeaGcAiyePBkGNJJhpwsGFqw",2.0
"! httpwwwyelpcombiz_photosbdCByYMUZZhvhqfGo_UVQselectORYucLeSxineXThaNuYA",1.0
"! httpwwwyelpcombiz_photosfjvuPkvrTOoIjNqLvrJQselectbxEWoaCRUIKehDg",1.0
"! httpwwwyelpcombiz_photosfjvuPkvrTOoIjNqLvrJQselectc_fSJOQv__lXAlLYBRw",1.0
"! httpwwwyelpcombiz_photosjjJCXpXSRaHfu_ZJePRAselectLkEfzDxtMVZbRYEtALkEfzDxtMVZbRYEtA",1.0
"! httpwwwyelpcombiz_photosjjJCXpXSRaHfu_ZJePRAselectcD_SaPRvRkiWivDqBQBwcD_SaPRvRkiWivDqBQBw",1.0
"! i",7.0
"! ie",2.0
"! if",3.0
"! ill",1.0
"! im",2.0
"! in",2.0
"! instead",2.0
"! isnt",1.0
"! it",1.0
"! jadore",1.0
"! just",1.0
"! knotch",1.0
"! like",1.0
"! lol",2.0
"! macaroons",1.0
"! maybe",1.0
"! menu",1.0
"! my",1.0
"! no",1.0
"! nom",1.0
"! oh",1.0
"! omelet",1.0
"! on",3.0
"! one",1.0
"! or",5.0
"! ouch",1.0
"! perfect",1.0
"! plus",2.0
"! procuitto",1.0
"! red",1.0
"! reminded",1.0
"! replies",1.0
"! reviews",1.0
"! rinse",1.0
"! rock",2.0
"! s",2.0
"! sausagebacona",1.0
"! see",1.0
"! seriously",1.0
"! served",1.0
"! sheriff",1.0
"! shuffleboard",1.0
"! sign",1.0
"! smoked",1.0
"! so",5.0
"! some",1.0
"! something",1.0
"! squee",1.0
"! star",1.0
"! stars",18.0
"! thanks",2.0
"! that",2.0
"! the",14.0
"! they",1.0
"! this",3.0
"! was",1.0
"! we",5.0
"! wed",1.0
"! were",2.0
"! when",4.0
"! which",1.0
"! with",2.0
"! wtf",1.0
"! you",2.0
"! your",1.0
"! youre",1.0
"! ~",5.0
"! ~Open",1.0
"! ~Panko",1.0
"! ~The",1.0
"! ~Volcano",1.0
"$ !",15.0
"$ $",30.0
"$ *********The",1.0
"$ *Bagged",1.0
"$ *Octopus",1.0
"$ @",1.0
"$ A",5.0
"$ AMAZING",1.0
"$ About",1.0
"$ Absolutely",1.0
"$ After",2.0
"$ Aji",1.0
"$ All",3.0
"$ Along",1.0
"$ Also",1.0
"$ Amazing",1.0
"$ Ambiance",1.0
"$ And",1.0
"$ BIG",1.0
"$ Back",1.0
"$ Between",2.0
"$ Bite",1.0
"$ Both",2.0
"$ Breakfast",1.0
"$ But",1.0
"$ Compared",1.0
"$ Cornflake",1.0
"$ Coronas",1.0
"$ Crab",1.0
"$ Crystal",1.0
"$ Didnt",1.0
"$ Dinner",1.0
"$ Exceptions",1.0
"$ Flatbread",1.0
"$ Foie",1.0
"$ Food",1.0
"$ From",2.0
"$ Gift",2.0
"$ Good",1.0
"$ Great",1.0
"$ Grilled",2.0
"$ Happy",1.0
"$ Hard",1.0
"$ House",1.0
"$ I",38.0
"$ Iced",2.0
"$ If",5.0
"$ Ill",1.0
"$ Im",5.0
"$ In",2.0
"$ Instead",1.0
"$ It",5.0
"$ Its",3.0
"$ Ive",2.0
"$ Jagerbombs",1.0
"$ Julio",1.0
"$ Just",1.0
"$ Karaage",1.0
"$ Keep",1.0
"$ Knowing",2.0
"$ Knowledgable",1.0
"$ Kumamoto",1.0
"$ La",1.0
"$ Lastly",2.0
"$ Lemongrass",1.0
"$ Like",1.0
"$ Looks",1.0
"$ Lunch",1.0
"$ MARGARITAS",2.0
"$ Maki",1.0
"$ Maybe",1.0
"$ Miller",2.0
"$ Monks",1.0
"$ My",4.0
"$ Never",1.0
"$ Nevertheless",1.0
"$ New",1.0
"$ Nice",1.0
"$ Night",2.0
"$ No",1.0
"$ Nonfishy",1.0
"$ Not",2.0
"$ Now",1.0
"$ OKIm",1.0
"$ Obviously",1.0
"$ Ok",1.0
"$ Omakase",1.0
"$ On",2.0
"$ Opens",2.0
"$ Orange",1.0
"$ Our",1.0
"$ Overall",1.0
"$ Premium",1.0
"$ Pretty",1.0
"$ Republic",1.0
"$ Restaurantcom",1.0
"$ Rolls",1.0
"$ Saba",1.0
"$ Saikyo",1.0
"$ Sake",1.0
"$ Sashimi",1.0
"$ SekiSaba",1.0
"$ Seriously",1.0
"$ Service",2.0
"$ Shaved",1.0
"$ Shredded",1.0
"$ Skyy",1.0
"$ Smashfries",1.0
"$ Snifter",1.0
"$ So",8.0
"$ Special",1.0
"$ Splitting",1.0
"$ Thats",2.0
"$ The",21.0
"$ Their",3.0
"$ There",4.0
"$ These",1.0
"$ They",1.0
"$ This",2.0
"$ Thy",1.0
"$ To",1.0
"$ Tortilla",1.0
"$ Total",1.0
"$ Tres",1.0
"$ Try",2.0
"$ Uni",1.0
"$ WOW",1.0
"$ We",8.0
"$ Well",2.0
"$ Went",1.0
"$ While",1.0
"$ Wild",1.0
"$ With",1.0
"$ Without",1.0
"$ Woos",1.0
"$ You",3.0
"$ Zuma",1.0
"$ ]",2.0
"$ a",18.0
"$ about",1.0
"$ all",1.0
"$ allyoucaneat",1.0
"$ almost",1.0
"$ and",44.0
"$ anywhere",1.0
"$ appetizers",3.0
"$ apps",1.0
"$ asparagus",1.0
"$ at",4.0
"$ back",1.0
"$ bagel",1.0
"$ baked",1.0
"$ bar",1.0
"$ because",1.0
"$ beef",2.0
"$ beer",1.0
"$ beers",2.0
"$ before",5.0
"$ bill",8.0
"$ bottle",3.0
"$ bottles",1.0
"$ bowl",2.0
"$ breakfast",1.0
"$ bucks",7.0
"$ burger",1.0
"$ but",13.0
"$ card",1.0
"$ char",1.0
"$ charge",1.0
"$ chicken",4.0
"$ cocktails",1.0
"$ combo",1.0
"$ combos",2.0
"$ comes",1.0
"$ complete",1.0
"$ corking",2.0
"$ could",1.0
"$ course",1.0
"$ credit",1.0
"$ date",1.0
"$ day",1.0
"$ deal",2.0
"$ deduction",1.0
"$ depending",1.0
"$ designer",1.0
"$ dishes",1.0
"$ dollar",2.0
"$ dollars",1.0
"$ domestic",1.0
"$ during",2.0
"$ ea",1.0
"$ each",16.0
"$ eachorder",1.0
"$ eachwow",1.0
"$ easy",1.0
"$ exactly",1.0
"$ extra",3.0
"$ filled",1.0
"$ food",1.0
"$ for",109.0
"$ fresh",2.0
"$ from",1.0
"$ game",2.0
"$ gets",1.0
"$ gift",9.0
"$ gives",1.0
"$ glass",3.0
"$ glasses",4.0
"$ got",1.0
"$ happy",1.0
"$ here",2.0
"$ house",2.0
"$ if",3.0
"$ in",2.0
"$ inch",1.0
"$ included",2.0
"$ including",9.0
"$ is",5.0
"$ ish",3.0
"$ it",6.0
"$ k",2.0
"$ large",2.0
"$ later",1.0
"$ latte",2.0
"$ le",1.0
"$ less",1.0
"$ like",1.0
"$ limit",1.0
"$ love",1.0
"$ lunch",13.0
"$ margs",1.0
"$ martinis",1.0
"$ max",1.0
"$ meal",3.0
"$ minute",1.0
"$ mixed",1.0
"$ mmm",1.0
"$ mozzarella",1.0
"$ mussels",1.0
"$ not",4.0
"$ off",14.0
"$ old",1.0
"$ on",13.0
"$ one",1.0
"$ online",1.0
"$ or",17.0
"$ orange",1.0
"$ ordered",2.0
"$ our",1.0
"$ oz",1.0
"$ panino",1.0
"$ part",1.0
"$ per",20.0
"$ person",5.0
"$ personal",1.0
"$ piece",1.0
"$ pints",2.0
"$ pitchers",1.0
"$ plate",3.0
"$ plus",7.0
"$ po",1.0
"$ poorer",1.0
"$ portions",1.0
"$ posthappy",1.0
"$ pp",5.0
"$ pre",2.0
"$ premium",1.0
"$ pretty",1.0
"$ price",8.0
"$ probably",1.0
"$ range",3.0
"$ recession",2.0
"$ respectively",1.0
"$ rewarding",1.0
"$ rounded",1.0
"$ s",1.0
"$ sake",1.0
"$ sakeAnd",1.0
"$ seemed",1.0
"$ seems",1.0
"$ served",1.0
"$ sfogliatelle",1.0
"$ shared",1.0
"$ shrimp",3.0
"$ signs",1.0
"$ since",1.0
"$ smoothest",1.0
"$ so",7.0
"$ something",2.0
"$ spaghetti",1.0
"$ special",1.0
"$ specialty",1.0
"$ spicy",1.0
"$ split",1.0
"$ starting",1.0
"$ steak",3.0
"$ steaks",2.0
"$ steamed",2.0
"$ sub",1.0
"$ sushi",1.0
"$ tab",1.0
"$ tacos",1.0
"$ tasty",1.0
"$ thanks",2.0
"$ that",6.0
"$ thats",1.0
"$ the",6.0
"$ then",1.0
"$ they",1.0
"$ theyre",1.0
"$ this",1.0
"$ thousands",1.0
"$ tip",2.0
"$ to",11.0
"$ topping",1.0
"$ total",1.0
"$ towards",1.0
"$ treatsweet",1.0
"$ um",1.0
"$ upgrade",1.0
"$ valet",1.0
"$ value",1.0
"$ various",1.0
"$ w",1.0
"$ waaay",1.0
"$ was",6.0
"$ wc",1.0
"$ well",3.0
"$ were",1.0
"$ which",17.0
"$ wines",3.0
"$ with",7.0
"$ without",3.0
"$ would",1.0
"$ wouldnt",1.0
"$ wtax",1.0
"$ x",1.0
"$ xx",2.0
"$ you",6.0
"* *",4.0
"* A",4.0
"* Adding",1.0
"* Always",4.0
"* BBQ",1.0
"* Beignets",1.0
"* Burrata",1.0
"* Chocolate",1.0
"* Clear",2.0
"* Crisp",1.0
"* Crispy",1.0
"* Crosstrained",2.0
"* Decreased",2.0
"* Fantastic",1.0
"* Fried",1.0
"* Fries",1.0
"* Garlic",1.0
"* Grilled",1.0
"* Hot",2.0
"* I",3.0
"* Is",10.0
"* Just",1.0
"* My",1.0
"* Onion",1.0
"* Openclosed",2.0
"* Private",1.0
"* Sauted",1.0
"* Seared",1.0
"* Self",1.0
"* Super",1.0
"* Sweet",1.0
"* Thai",1.0
"* The",3.0
"* Their",1.0
"* Truffled",2.0
"* Wagyu",1.0
"* Wedge",1.0
"* large",2.0
"* random",1.0
"* w",1.0
"** A",1.0
"** Luckily",1.0
"** Personal",1.0
"*** Have",1.0
"*** I",1.0
"**** Great",1.0
"**** INSIDE",1.0
"*********** Monday",1.0
"*********** STARS",1.0
"*********** THE",1.0
"************ ***********",1.0
"************* Every",1.0
"********************************** We",1.0
"*********My first",1.0
"*********PRICEY IS",1.0
"*********The steak",1.0
"********The noise",1.0
"***Bollywood Bollywood",1.0
"***The service",1.0
"***We eat",2.0
"**At pm",1.0
"**B if",1.0
"**C A",1.0
"**I want",1.0
"**If you",1.0
"**On another",1.0
"**Pad Se",1.0
"**Update Again**",1.0
"**check in",2.0
"*A bagged",1.0
"*A stack",2.0
"*As for",1.0
"*Bagged matchstick",1.0
"*Con Gris",1.0
"*Crab Fried",1.0
"*DRINKS* Service",1.0
"*Decent country",2.0
"*Dr Bronners",1.0
"*Drinks* Service",1.0
"*Dry Sauteed",1.0
"*Edamame standard",1.0
"*Estofado de",1.0
"*Frijol Colorado",1.0
"*GASP* I",1.0
"*Good selection",2.0
"*House Specialty",1.0
"*I cant",2.0
"*I had",6.0
"*I love",1.0
"*I ordered",2.0
"*I was",2.0
"*Japanese alcoholic",1.0
"*Lo Mein",1.0
"*Massive basil",1.0
"*Mu Shu",1.0
"*No plates",2.0
"*Note they",1.0
"*Octopus Salad",1.0
"*Pollo Frita",1.0
"*Puerco Asado",1.0
"*Real* wheat",1.0
"*Sake Bomber",1.0
"*Shiner Bock",2.0
"*Sweet Tea",2.0
"*TIP* Make",1.0
"*They had",2.0
"*Theyre closed",1.0
"*UPDATE Great",1.0
"*Whole wheat",1.0
"*You always",2.0
"*You are",2.0
"*You have",4.0
"*You never",2.0
"*Yuca Root",1.0
"*ahem* and",2.0
"*ahem* effects",1.0
"*ahem* something",1.0
"*ahem* trick",1.0
"*all* establishments",1.0
"*almost* the",1.0
"*almost* thick",1.0
"*cough* The",1.0
"*cough* that",1.0
"*coughgalcoscough* My",1.0
"*deep breath*",1.0
"*drool* I",1.0
"*edit* The",1.0
"*five star*",2.0
"*floored* that",2.0
"*gasp* it",1.0
"*giggle* Ahhhh",1.0
"*gulp* Eating",1.0
"*havent* reviewed",1.0
"*heart* the",1.0
"*i had",2.0
"*may* not",1.0
"*might* need",2.0
"*pizza is",2.0
"*really* good",1.0
"*really* quickly",1.0
"*right* with",1.0
"*rolls eyes*",1.0
"*sigh* Look",1.0
"*squeal* I",1.0
"*the* place",1.0
"*this* grocery",1.0
"*too* much",1.0
"*traditional Egyptian",1.0
"*tried* to",1.0
"*two star*",2.0
"*years* but",1.0
"@ $",1.0
"@ BigEarlsBBQ",1.0
"@ Local",1.0
"@ Lons",1.0
"@ Shiro",1.0
"@ at",1.0
"@ citiscape",1.0
"@ districtkitchen",1.0
"@ ericeatsout",1.0
"@ home",1.0
"@ lynnekingsmith",1.0
"@ pieces",1.0
"@ san",1.0
"@ sat",1.0
"@ the",1.0
"@ your",1.0
"A Ambiance",1.0
"A And",1.0
"A B",2.0
"A BEAVER***************",1.0
"A Bellini",2.0
"A Customer",1.0
"A Deliciously",1.0
"A Different",1.0
"A FOOD",1.0
"A Filipino",1.0
"A Flexatarian",1.0
"A GF",1.0
"A GOOD",1.0
"A Go",1.0
"A I",2.0
"A Im",1.0
"A LOT",5.0
"A LemonadePeachVodka",2.0
"A MUST",3.0
"A Metro",3.0
"A Metros",2.0
"A Michael",1.0
"A Not",1.0
"A Piping",1.0
"A Quilmes",1.0
"A Roast",1.0
"A SATURDAY",1.0
"A SLICE",1.0
"A STAR",1.0
"A SYMPOSIUM",1.0
"A Salvadorean",1.0
"A Spanish",1.0
"A Spinatos",1.0
"A Staff",2.0
"A Steakenburger",1.0
"A Sweet",1.0
"A Taste",1.0
"A The",2.0
"A Viet",2.0
"A Well",2.0
"A Winner",2.0
"A Wrap",5.0
"A a",1.0
"A and",1.0
"A at",1.0
"A bamillionzillionjillion",1.0
"A beer",1.0
"A bell",2.0
"A big",5.0
"A billion",1.0
"A bit",8.0
"A burger",1.0
"A but",2.0
"A calorie",2.0
"A cheese",1.0
"A chef",2.0
"A chipotle",1.0
"A chocolate",1.0
"A chubby",1.0
"A chunky",1.0
"A coffee",2.0
"A cooking",1.0
"A couple",14.0
"A cozy",2.0
"A crispy",1.0
"A curry",1.0
"A day",1.0
"A definite",2.0
"A delicate",2.0
"A diamond",1.0
"A different",1.0
"A dill",1.0
"A favorite",1.0
"A few",25.0
"A fillet",1.0
"A fine",2.0
"A fire",1.0
"A fish",1.0
"A five",1.0
"A for",1.0
"A fresh",1.0
"A friend",4.0
"A friendly",2.0
"A funny",1.0
"A game",1.0
"A girlfriend",1.0
"A good",7.0
"A great",13.0
"A group",8.0
"A half",1.0
"A heavy",2.0
