_id,value
"$ mojo",1.0
"$ my",1.0
"$ not",2.0
"$ off",20.0
"$ old",1.0
"$ on",11.0
"$ options",2.0
"$ or",3.0
"$ orange",1.0
"$ ordered",2.0
"$ per",8.0
"$ personal",1.0
"$ pints",1.0
"$ pitchers",1.0
"$ plates",1.0
"$ plus",1.0
"$ pp",2.0
"$ recession",2.0
"$ regular",1.0
"$ rolls",1.0
"$ shrimp",1.0
"$ slices",1.0
"$ so",4.0
"$ special",1.0
"$ specialty",2.0
"$ spring",1.0
"$ starting",1.0
"$ steak",1.0
"$ tacos",1.0
"$ that",1.0
"$ the",2.0
"$ then",1.0
"$ thousands",1.0
"$ to",1.0
"$ tourists",1.0
"$ until",1.0
"$ value",1.0
"$ was",2.0
"$ well",2.0
"$ wells",4.0
"$ which",9.0
"$ wines",2.0
"$ with",4.0
"$ without",3.0
"$ worth",1.0
"$ would",1.0
"$ wouldnt",1.0
"$ wtax",1.0
"$ you",4.0
"* Crisp",1.0
"* Fantastic",1.0
"* Hot",2.0
"* Private",1.0
"* Sauted",1.0
"* Seared",1.0
"* Self",1.0
"* Truffled",1.0
"* random",1.0
"**** INSIDE",1.0
"****You can",1.0
"*Crab Fried",1.0
"*Drinks* Service",1.0
"*Edamame standard",1.0
"*Note they",1.0
"*Octopus Salad",1.0
"*Sake Bomber",1.0
"*Smart Chicken",1.0
"*ahem* Ok",1.0
"*all* establishments",1.0
"*edit* The",1.0
"@ Lons",1.0
"@ districtkitchen",1.0
"@ monday",1.0
"@ the",1.0
"A FAN",2.0
"A FOOD",1.0
"A LOT",2.0
"A Plus",1.0
"A SATURDAY",1.0
"A SYMPOSIUM",1.0
"A Wrap",2.0
"A band",1.0
"A bargain",1.0
"A beer",1.0
"A big",1.0
"A bunch",1.0
"A cake",1.0
"A cavethemed",1.0
"A cheese",1.0
"A couple",6.0
"A definite",1.0
"A favorite",1.0
"A few",4.0
"A fire",1.0
"A friendly",1.0
"A funny",1.0
"A game",1.0
"A goto",1.0
"A great",7.0
"A group",2.0
"A half",3.0
"A huge",1.0
"A large",2.0
"A later",1.0
"A lb",1.0
"A little",4.0
"A must",1.0
"A nine",1.0
"A place",3.0
"A plus",2.0
"A potato",1.0
"A produce",1.0
"A really",3.0
"A seasoned",1.0
"A second",1.0
"A small",1.0
"A steakhouse",1.0
"A teacher",1.0
"A tip",1.0
"A very",1.0
"A whole",1.0
"A writeup",1.0
"ABV beers",1.0
"ACTUALLY RIGHT",1.0
"AD would",1.0
"AFTER the",1.0
"AG exceeds",1.0
"AGAIN !",1.0
"AJs Sure",1.0
"AJs around",1.0
"AKA they",1.0
"ALL different",2.0
"ALL dishes",2.0
"ALLOWED to",1.0
"ALUMINUM FOIL",1.0
"ALWAYS Hotwire",1.0
"ALWAYS yummy",1.0
"AM A",2.0
"AM to",1.0
"AMAZING !",1.0
"AMAZING Desert",1.0
"AMAZING Entrees",1.0
"AMAZING and",1.0
"AMAZING with",1.0
"AND African",1.0
"AND GREAT",1.0
"AND INDY",1.0
"AND a",1.0
"AND bruschetta",1.0
"AND coffee",1.0
"AND people",1.0
"AND they",1.0
"ANY DAY",1.0
"ANY chopped",2.0
"ANY waiter",1.0
"ANYTIME You",1.0
"ANYWHERE are",1.0
"AOK describes",1.0
"APPS !",1.0
"ARE SO",1.0
"ARE YOU",1.0
"ASU girls",1.0
"AWESOME CUSTOMER",1.0
"AWESOME The",2.0
"AWESOME YOUNG",1.0
"AYCE Jewish",1.0
"AZ !",2.0
"AZ Also",2.0
"AZ I",2.0
"AZ It",1.0
"AZ Its",1.0
"AZ Restaurant",1.0
"AZ a",1.0
"AZ and",1.0
"AZ are",1.0
"AZ eating",1.0
"AZ properly",1.0
"Aaron the",1.0
"About of",1.0
"About really",1.0
"About the",2.0
"Absolutely delicious",1.0
"Acoustics in",1.0
"Action Against",1.0
"Actual Date",1.0
"Actually for",1.0
"Adam !",2.0
"Adam Richmond",2.0
"Adams a",1.0
"Adams seasonal",1.0
"Add a",1.0
"Add in",1.0
"Add on",1.0
"Added half",1.0
"Admittedly the",1.0
"Adobe Grill",1.0
"Adriana and",1.0
"African Chinese",1.0
"African Cuisine",1.0
"African aisle",1.0
"African heritage",1.0
"African music",1.0
"After I",2.0
"After a",4.0
"After about",1.0
"After all",1.0
"After being",1.0
"After breaking",1.0
"After constantly",1.0
"After feeling",1.0
"After getting",2.0
"After he",1.0
"After laboriously",1.0
"After oohing",2.0
"After parking",1.0
"After reading",1.0
"After shed",1.0
"After that",1.0
"After wanting",1.0
"After weeks",1.0
"After work",1.0
"Afterwards I",1.0
"Again great",1.0
"Again knowing",1.0
"Again of",1.0
"Again our",1.0
"Against SB",1.0
"Agave has",1.0
"Agaves !",1.0
"Aged prime",1.0
"Agua Fresca",1.0
"Ahi See",1.0
"Ahi Steak",1.0
"Ahi Tuna",2.0
"Ahi has",2.0
"Ahi with",2.0
"Ahwatukee location",2.0
"Ajs A",1.0
"Al Pastor",1.0
"Al our",1.0
"Alas But",1.0
"Alas there",1.0
"Alaskan Amber",1.0
"Alcatraz then",2.0
"Alcohol question",1.0
"Ale and",1.0
"Ale was",1.0
"Alfredo or",1.0
"Alfredo with",1.0
"Alice Cooper",4.0
"Alice Coopers",2.0
"Alice Cooperstown",2.0
"All caffeine",1.0
"All came",1.0
"All for",1.0
"All in",7.0
"All isn",2.0
"All looked",1.0
"All of",2.0
"All sorts",2.0
"All that",1.0
"All the",7.0
"All this",1.0
"All three",1.0
"All very",1.0
"All was",1.0
"All were",1.0
"Allen Minnesota",1.0
"Alligator under",1.0
"Allinall I",1.0
"Almost !",2.0
"Along the",1.0
"Alright so",3.0
"Also I",5.0
"Also WF",1.0
"Also a",2.0
"Also as",1.0
"Also because",2.0
"Also besides",1.0
"Also both",1.0
"Also checked",1.0
"Also great",1.0
"Also have",2.0
"Also if",1.0
"Also in",1.0
"Also it",2.0
"Also its",1.0
"Also noteworthy",1.0
"Also on",1.0
"Also she",3.0
"Also the",10.0
"Also their",1.0
"Also they",2.0
"Also this",1.0
"Also wanting",1.0
"Also when",2.0
"Alsoone of",1.0
"Although I",1.0
"Although Ive",1.0
"Although spicy",1.0
"Although the",2.0
"Although this",1.0
"Always a",2.0
"Amazing Friesthey",1.0
"Amazing Happy",1.0
"Amazing This",1.0
"Amazingly delicious",1.0
"Amber Theyre",1.0
"Ambiance A",1.0
"Ambiance was",1.0
"American Consumerism",1.0
"American Southwest",1.0
"American beer",1.0
"American fare",1.0
"American pint",1.0
"American spongebread",1.0
"American staples",1.0
"American style",2.0
"Amore wrap",1.0
"Amys Bolognaise",1.0
"Amys line",1.0
"An African",1.0
"An early",1.0
"An excellent",1.0
"And I",8.0
"And Ive",3.0
"And THAT",1.0
"And a",1.0
"And after",2.0
"And believe",1.0
"And by",1.0
"And coffee",1.0
"And did",1.0
"And for",3.0
"And have",2.0
"And if",4.0
"And isnt",1.0
"And it",2.0
"And its",1.0
"And just",1.0
"And last",1.0
"And no",1.0
"And not",2.0
"And on",2.0
"And our",1.0
"And pretty",1.0
"And really",1.0
"And thats",1.0
"And the",8.0
"And their",2.0
"And they",5.0
"And theyre",1.0
"And this",1.0
"And todays",1.0
"And well",1.0
"And when",1.0
"And while",1.0
"And with",1.0
"And yes",2.0
"And you",3.0
"Anibal who",1.0
"Another being",1.0
"Another favorite",1.0
"Another friend",1.0
"Another good",1.0
"Another great",1.0
"Another reason",1.0
"Another time",1.0
"Anthony do",1.0
"Any sandwich",1.0
"Anyone who",1.0
"Anyway I",5.0
"Anyway Mama",1.0
"Anyway both",1.0
"Anyway can",1.0
"Anyway the",1.0
"Anyway tt",1.0
"Anyways from",1.0
"Anyways the",2.0
"Anywho we",1.0
"App We",1.0
"Apparently the",2.0
"Apparently these",1.0
"Apple Im",1.0
"Apple and",1.0
"Applebees nor",1.0
"Apples with",2.0
"Appreciated the",1.0
"Apps everything",2.0
"Are they",1.0
"Are you",2.0
"Area and",1.0
"Arizona !",1.0
"Arizona Bank",1.0
"Arizona Center",1.0
"Arizona Grand",1.0
"Arizona Highway",1.0
"Arizona I",1.0
"Arizona Its",1.0
"Arizona Shrimp",1.0
"Arizona Texas",1.0
"Arizona The",1.0
"Arizona Theater",1.0
"Arizona burger",1.0
"Arizona center",2.0
"Arizona definitely",1.0
"Arizona for",1.0
"Arizona heat",1.0
"Arizona staple",1.0
"Arizona they",1.0
"Arizonas only",2.0
"Arizonians in",1.0
"Armadillo Gold",1.0
"Armadillo Grill",1.0
"Armenian Cucumber",1.0
"Arnold Palmer",1.0
"Arnold Schwarzenegger",2.0
"Aroma although",1.0
"Around for",1.0
"Arrived early",1.0
"Arrogant Butcher",1.0
"Artichoke Heaven",1.0
"Artichoke dip",1.0
"Arugula Salad",1.0
"As GOB",1.0
"As I",4.0
"As a",6.0
"As an",1.0
"As far",4.0
"As for",4.0
"As many",2.0
"As other",1.0
"As someone",1.0
"As the",2.0
"As you",4.0
"Asada bake",1.0
"Asia so",1.0
"Asian Sushi",1.0
"Asian flavors",1.0
"Asian food",2.0
"Asian girls",4.0
"Asian influence",1.0
"Asian inspired",1.0
"Asian markets",2.0
"Asian restaurant",1.0
"Aside from",1.0
"At $",3.0
"At least",2.0
"At long",1.0
"At night",3.0
"At no",1.0
"At the",2.0
"At this",3.0
"Ate here",1.0
"Atlas Bistroa",1.0
"Atmosphere Value",1.0
"Atmosphere cool",1.0
"Atmosphere isnt",1.0
"August Um",1.0
"Automotive and",1.0
"Ave experience",1.0
"Ave for",1.0
"Awesome !",3.0
"Awesome *",1.0
"Awesome combination",1.0
"Awesome happy",2.0
"Awesome homemade",1.0
"Awesome potstickers",1.0
"B Best",1.0
"B as",1.0
"B squad",1.0
"BAR Its",1.0
"BB was",1.0
"BBQ !",1.0
"BBQ Chicken",4.0
"BBQ Shrimp",1.0
"BBQ joint",1.0
"BBQ makes",1.0
"BBQ pork",1.0
"BBQ sauce",3.0
"BEST !",1.0
"BEST CHICKEN",1.0
"BEST Ive",1.0
"BEST THING",3.0
"BETWEEN NEW",1.0
"BEWARE of",1.0
"BF and",1.0
"BFF Guinness",1.0
"BFF and",2.0
"BFF who",1.0
"BG Remember",1.0
"BG That",1.0
"BG coupon",1.0
"BIG DISHES",1.0
"BIG domestic",1.0
"BIG mugs",1.0
"BIRFDAY DESSERT",1.0
"BJs four",1.0
"BLD !",1.0
"BLD I",1.0
"BLT and",1.0
"BOGOall good",2.0
"BOGOs I",2.0
"BOMB DIGGETY",2.0
"BOTTLED WATER",1.0
"BREAD NAKED",1.0
"BTW Love",1.0
"BTW restaurantscom",1.0
"BUFFETS Land",1.0
"BUGS Only",2.0
"BUT the",1.0
"BYOB diamond",1.0
"Baby !",2.0
"Bacardi httpwwwyelpcombiz_photoskQpHAkzKTrFYfkuVgQselectcZSOtiXihwdrCsFrQ",1.0
"Back in",3.0
"Bacon Its",1.0
"Bakery Deli",1.0
"Ball Park",1.0
"Ball table",1.0
"Balsamic Chili",1.0
"Bank branch",1.0
"Bar !",1.0
"Bar area",2.0
"Bar food",1.0
"Bar from",1.0
"Bar punch",1.0
"Barcadi Coco",1.0
"Bare wood",1.0
"BarneysIve been",1.0
"Baseball steak",1.0
"Based on",1.0
"Baseline Road",2.0
"Bashas family",1.0
"Basil Ricotta",1.0
"Basil and",1.0
"Bass Nigiri",1.0
"Bat sauce",1.0
"Bay Area",1.0
"Bay area",1.0
"Be patient",1.0
"Be prepared",1.0
"Be sure",4.0
"Be warned",3.0
"Beach with",1.0
"Bean or",1.0
"Beans and",1.0
"Beans but",1.0
"Bear We",1.0
"Bearnaise sauce",1.0
"Beautiful views",1.0
"Because of",1.0
"Because we",1.0
"Beef Larb",1.0
"Beef Satay",1.0
"Beef Shortribs",1.0
"Beef Sliders",2.0
"Beef Tenderloin",2.0
"Been Around",1.0
"Been to",1.0
"Beer $",1.0
"Beer in",1.0
"Beer is",1.0
"Beer of",2.0
"Beers are",1.0
"Beerwise I",2.0
"Before I",2.0
"Beignets Every",1.0
"Belfast Burger",1.0
"Belgium Green",1.0
"Belgium six",1.0
"Believe me",2.0
"Beligian styles",1.0
"Bellies feet",1.0
"Benihana since",2.0
"Benzoate nothing",1.0
"Berkshire pork",1.0
"Bernie Bernie",1.0
"Bernie is",1.0
"Bernie uses",1.0
"Berry Cobler",2.0
"Besides that",1.0
"Besides the",2.0
"Besides these",1.0
"Best Teriyaki",1.0
"Best lunch",1.0
"Best part",2.0
"Best sushi",2.0
"BestBuy Holy",2.0
"Beth Bills",1.0
"Better the",1.0
"Better value",1.0
"BevMo BevMo",1.0
"BevMo Even",1.0
"BevMo are",1.0
"BevMo has",1.0
"BevMo sorta",1.0
"BevMos got",1.0
"Beware !",1.0
"Beware of",1.0
"Beyond amazing",1.0
"Bianco but",1.0
"Bianco pizza",1.0
"Bianco used",1.0
"Bicycles on",1.0
"Big Burger",1.0
"Big Deal",1.0
"Big Fat",2.0
"Big Unit",4.0
"Big fan",1.0
"BigAss Burger",1.0
"Bills Big",1.0
"Biltmore Do",2.0
"Biltmore Nice",1.0
"Biltmore with",2.0
"Bink Outofstate",1.0
"Bink are",1.0
"Bink since",1.0
"Binkley at",1.0
"Binks now",1.0
"Bison Witches",2.0
"Bistroa quaint",1.0
"Blackened Oyster",1.0
"Blanche de",1.0
"Blonde Bombshell",1.0
"Bloody Marys",1.0
"Blue Adobe",1.0
"Blue Agave",1.0
"Blue Cheese",1.0
"Blue Fin",1.0
"Blue Martini",1.0
"Blue Moon",5.0
"Blue plate",1.0
"Blues Brothers",1.0
"Blvd It",2.0
"Boars head",1.0
"Bobs Big",1.0
"Bocca as",1.0
"Bocca if",1.0
"Bocca was",1.0
"Bocce Ball",1.0
"Boddingtons Guinness",2.0
"Bogi said",1.0
"Bogi was",2.0
"Boiled Shrimp",1.0
"Bolognaise has",1.0
"Bomb !",1.0
"Bomb later",1.0
"Bomber solid",1.0
"Bomberos I",1.0
"Bomberos so",1.0
"Bombers He",1.0
"Bombers Ill",1.0
"Bombers does",1.0
"Bombs are",2.0
"Bombshell and",1.0
"Bones reruns",1.0
"Bonita !",1.0
"Bonita almost",1.0
"Bonita has",1.0
"Bonita in",1.0
"Bonus They",1.0
"Bonus that",1.0
"Book of",1.0
"Boston In",1.0
"Boston my",1.0
"Boston the",1.0
"Both came",1.0
"Both experiences",1.0
"Both the",1.0
"Both times",3.0
"Both were",4.0
"Bottles of",1.0
"Bottom line",2.0
"Bourbon Steak",2.0
"Boy am",1.0
"Boy was",1.0
"Boyfriend and",1.0
"Brady Bunch",1.0
"Braised Short",1.0
"Brat !",1.0
"Bread here",1.0
"Bread was",1.0
"Breaded chicken",2.0
"Break it",1.0
"Breakfast Club",1.0
"Breakfast My",1.0
"Breathalyzer just",2.0
"Breeze Ill",1.0
"Brew and",1.0
"Brewery Nachos",1.0
"Briana showed",1.0
"Briana was",1.0
"Brie Apples",2.0
"Brie Tomato",1.0
"Brie and",1.0
"Bring your",1.0
"Brios for",1.0
"Brios is",1.0
"Brios offers",1.0
"Britney could",1.0
"Brokers is",1.0
"Brothers soundtrack",1.0
"Brown Ale",1.0
"Brown DOGFISH",2.0
"Brownie Cake",1.0
"Bruchetta They",1.0
"Bruxelles $",1.0
"Bucket special",1.0
"Bud Light",1.0
"Buddha sculptures",1.0
"Buffalo Sloppy",1.0
"Buffalo Veggie",1.0
"Buffalo Wings",1.0
"Buffet would",1.0
"Buffets Margaritaville",1.0
"Building marking",1.0
"Bulas food",2.0
"Bull whos",1.0
"Bummer !",1.0
"Bun to",1.0
"Bunch into",1.0
"Bungalow !",1.0
"Bungalow A",1.0
"Bungalow delivers",1.0
"Bungalow has",1.0
"Bungalow lineup",1.0
"Burger A",1.0
"Burger I",1.0
"Burger and",2.0
"Burger during",1.0
"Burger is",1.0
"Burger or",2.0
"Burger was",1.0
"Burger with",1.0
"But I",9.0
"But Id",2.0
"But Ill",2.0
"But Mamma",1.0
"But Mojo",2.0
"But again",1.0
"But alas",1.0
"But also",1.0
"But as",2.0
"But believe",1.0
"But both",1.0
"But dont",1.0
"But everything",1.0
"But great",1.0
"But honestly",1.0
"But it",1.0
"But its",1.0
"But just",1.0
"But no",1.0
"But now",2.0
"But overall",1.0
"But seriously",1.0
"But since",2.0
"But still",1.0
"But thats",1.0
"But the",5.0
"But then",1.0
"But there",2.0
"But they",2.0
"But this",2.0
"But to",1.0
"But what",3.0
"Butcher ourselves",1.0
"Buy $",1.0
"By far",1.0
"By the",4.0
"C I",1.0
"CAN NOT",1.0
"CAVEAT The",2.0
"CH CHEAP",1.0
"CHALLENGE And",1.0
"CHEAP CH",1.0
"CHEAP CHEAP",3.0
"CHEAP drinks",1.0
"CHICKEN WINGS",1.0
"CHILDERN to",1.0
"CHURN adjacent",1.0
"CLEANEST and",1.0
"CLEARLY state",1.0
"CO thats",1.0
"COLOR It",1.0
"CONSISTENTLY INCONSISTENT",2.0
"CONTACT SOLUTIONS",1.0
"CPH Anyone",1.0
"CPH and",1.0
"CPH is",1.0
"CPH on",1.0
"CRAMMED uber",1.0
"CRAZY cheap",1.0
"CUSTOMER SERVICE",1.0
"Caesar *",1.0
"Caesar salad",1.0
"Caf Bink",3.0
"Cafe Carumbas",1.0
"Cafe We",2.0
"Cafe ZuZu",2.0
"Cafe a",1.0
"Cajun and",1.0
"Cake $",1.0
"Cake Ice",1.0
"Calabacitas were",1.0
"Calamari I",1.0
"Calamari and",1.0
"Calamari on",1.0
"Calamari ~",1.0
"California roll",1.0
"Californians I",1.0
"Came here",2.0
"Camelback Mountain",1.0
"Camelback Road",1.0
"Cameron Diaz",1.0
"Can you",1.0
"Cant beat",2.0
"Cant make",1.0
"Cant say",1.0
"Cant wait",3.0
"Cant win",1.0
"Cantina I",1.0
"Car Bomb",1.0
"Car Bombs",2.0
"Card is",1.0
"Caribbean AND",1.0
"Caribbean girl",1.0
"Caribbean restaurants",2.0
"Carin and",1.0
"Carlburg Lager",1.0
"Carlburg and",1.0
"Carlsbad Tavern",2.0
"Carlsbat Cavern",1.0
"Carly Q",1.0
"Carlys twice",1.0
"Carne Asada",1.0
"Carrey one",1.0
"Carrot Jus",1.0
"Carumbas !",1.0
"Case in",1.0
"Casey was",1.0
"Cassie Praying",1.0
"Cassie a",1.0
"Castle roll",1.0
"Cavern or",1.0
"Cedar River",1.0
"CenPho downtown",1.0
"Center And",1.0
"Center party",1.0
"Center the",1.0
"Central Phoenix",1.0
"Central and",2.0
"Centro is",1.0
"Certainly there",1.0
"Chain Restaurant",1.0
"Chambord sp",2.0
"Champagne Bucket",1.0
"Chances are",1.0
"Chandler They",1.0
"Chandler and",1.0
"Check Been",1.0
"Check Fun",1.0
"Check Good",1.0
"Check Parking",1.0
"Check Ratpack",1.0
"Check Strong",1.0
"Check it",2.0
"Check out",2.0
"Check the",1.0
"Checked on",1.0
"Cheersish but",1.0
"Cheese I",1.0
"Cheese and",4.0
"Cheese crisp",1.0
"Cheese phenomenal",1.0
"Cheese salad",1.0
"Cheese ~",1.0
"Cheesecake Factory",1.0
"Cheesecake factory",1.0
"Cheeseheaven Or",1.0
"Cheez Whiz",2.0
"Chef Bernie",2.0
"Chef Mastacciolo",1.0
"Chef Raviolis",1.0
"Chefs were",1.0
"Chemay While",1.0
"Chemyst in",1.0
"Cher one",1.0
"Chet $",1.0
"Chicago and",1.0
"Chicago style",2.0
"Chicken Calabacitas",1.0
"Chicken I",1.0
"Chicken Pizza",1.0
"Chicken Salad",1.0
"Chicken Shrimp",1.0
"Chicken chicken",1.0
"Chicken pizza",1.0
"Chicken salad",2.0
"Chicken sandwich",1.0
"Chicken scaloppine",1.0
"Chicken tenders",1.0
"Chile Mac",1.0
"Chile Rellenos",1.0
"Chile Verde",1.0
"Chili Syrup",1.0
"Chili Tostada",1.0
"Chili sauce",1.0
"Chimmichanga that",1.0
"China King",1.0
"China Mist",1.0
"Chinese dishes",1.0
"Chinese food",2.0
"Chinese restaurants",1.0
"Chinese takeout",1.0
"Chipotle had",1.0
"Chipotleesque How",1.0
"Chips and",2.0
"Chips are",1.0
"Chips were",1.0
"Chivy whip",1.0
"Chocolate Eruption",1.0
"Chocolate Guinness",2.0
