_id,value
"! Would",1.0
"! Wouldnt",1.0
"! Wow",2.0
"! YAY",4.0
"! YUM",2.0
"! YUMMY",2.0
"! Ya",1.0
"! Yasus",1.0
"! Yeah",3.0
"! Years",1.0
"! Yes",10.0
"! Yodeling",1.0
"! You",17.0
"! Youll",3.0
"! Your",5.0
"! Youre",1.0
"! Yummy",2.0
"! Yup",3.0
"! [",1.0
"! ]",1.0
"! again",1.0
"! and",45.0
"! app",1.0
"! appetizers",1.0
"! are",1.0
"! as",2.0
"! at",2.0
"! bacon",1.0
"! before",1.0
"! being",1.0
"! berry",1.0
"! best",3.0
"! both",1.0
"! bread",1.0
"! btw",1.0
"! bullshit",1.0
"! but",5.0
"! cakes",1.0
"! cant",1.0
"! coffee",1.0
"! did",2.0
"! eggs",2.0
"! every",1.0
"! expecting",1.0
"! five",1.0
"! fresh",1.0
"! ha",1.0
"! haha",2.0
"! hello",1.0
"! how",3.0
"! however",1.0
"! httpwwwfarrelliscom",1.0
"! httpwwwyelpcombiz_photosfjvuPkvrTOoIjNqLvrJQselectbxEWoaCRUIKehDg",1.0
"! httpwwwyelpcombiz_photosfjvuPkvrTOoIjNqLvrJQselectc_fSJOQv__lXAlLYBRw",1.0
"! i",9.0
"! ie",2.0
"! in",2.0
"! insert",1.0
"! is",2.0
"! isnt",1.0
"! it",1.0
"! knotch",1.0
"! like",1.0
"! located",2.0
"! me",2.0
"! my",1.0
"! new",1.0
"! no",1.0
"! not",1.0
"! omelet",1.0
"! on",1.0
"! or",5.0
"! other",1.0
"! p",1.0
"! palace",1.0
"! perfect",1.0
"! plus",2.0
"! pork",1.0
"! pps",2.0
"! ps",1.0
"! really",3.0
"! red",1.0
"! replies",1.0
"! reviews",1.0
"! said",1.0
"! salad",2.0
"! salvaged",1.0
"! sandwich",2.0
"! seconds",1.0
"! see",2.0
"! seriously",2.0
"! served",1.0
"! sheriff",1.0
"! shuffleboard",1.0
"! smoked",1.0
"! so",3.0
"! staff",1.0
"! star",3.0
"! stars",15.0
"! starts",1.0
"! table",1.0
"! tacos",1.0
"! that",1.0
"! the",10.0
"! they",3.0
"! this",2.0
"! to",2.0
"! too",1.0
"! tootsy",1.0
"! want",1.0
"! we",4.0
"! were",2.0
"! what",1.0
"! when",1.0
"! why",1.0
"! with",1.0
"! you",1.0
"! your",1.0
"! yum",1.0
"! ~",4.0
"! ~Open",1.0
"! ~Panko",1.0
"! ~The",1.0
"! ~Volcano",1.0
"! ¨Qu",1.0
"$ !",10.0
"$ $",40.0
"$ *Octopus",1.0
"$ @",1.0
"$ A",7.0
"$ About",1.0
"$ After",1.0
"$ Aji",1.0
"$ All",1.0
"$ Also",1.0
"$ Amazing",1.0
"$ Ambiance",1.0
"$ An",2.0
"$ BIG",1.0
"$ Bloody",1.0
"$ Both",2.0
"$ Breakfast",2.0
"$ But",3.0
"$ Charbroiled",1.0
"$ Chilled",1.0
"$ Cold",1.0
"$ Continuously",1.0
"$ Cornflake",1.0
"$ Coronas",1.0
"$ Crab",1.0
"$ Crystal",1.0
"$ Delicio",1.0
"$ Dinner",2.0
"$ Dr",1.0
"$ Exceptions",1.0
"$ Finished",1.0
"$ Flatbread",1.0
"$ Foie",1.0
"$ Food",1.0
"$ For",1.0
"$ Fried",1.0
"$ Go",1.0
"$ Good",4.0
"$ Grilled",2.0
"$ Hard",1.0
"$ Having",1.0
"$ House",1.0
"$ I",38.0
"$ If",6.0
"$ Im",2.0
"$ It",8.0
"$ Kalua",1.0
"$ Karaage",1.0
"$ Kobe",1.0
"$ Kumamoto",1.0
"$ La",1.0
"$ Lemongrass",1.0
"$ Like",1.0
"$ Looks",1.0
"$ Lunch",1.0
"$ MARGARITAS",2.0
"$ Maki",1.0
"$ Maybe",1.0
"$ Melts",1.0
"$ Miller",1.0
"$ Monks",1.0
"$ My",3.0
"$ Never",1.0
"$ Nevertheless",1.0
"$ New",1.0
"$ Nice",3.0
"$ Not",1.0
"$ Now",1.0
"$ Obviously",1.0
"$ Ok",1.0
"$ Omakase",1.0
"$ On",3.0
"$ One",1.0
"$ Our",1.0
"$ Overall",1.0
"$ Pabst",2.0
"$ Pork",1.0
"$ Premium",1.0
"$ Refills",1.0
"$ Republic",1.0
"$ Restaurantcom",1.0
"$ Rolls",2.0
"$ Saba",1.0
"$ Saikyo",1.0
"$ Sake",1.0
"$ Sashimi",1.0
"$ SekiSaba",1.0
"$ Seriously",1.0
"$ Service",1.0
"$ Shaved",1.0
"$ Shredded",1.0
"$ Smashfries",1.0
"$ Snifter",1.0
"$ So",1.0
"$ Spring",1.0
"$ Steamed",1.0
"$ Strips",1.0
"$ Thats",1.0
"$ The",16.0
"$ Their",1.0
"$ There",2.0
"$ These",1.0
"$ They",2.0
"$ Thinly",1.0
"$ This",3.0
"$ Thy",1.0
"$ To",1.0
"$ Tortilla",1.0
"$ Total",1.0
"$ Try",2.0
"$ Uni",1.0
"$ Vegas",2.0
"$ WOW",1.0
"$ We",8.0
"$ Went",1.0
"$ Weve",1.0
"$ What",2.0
"$ While",2.0
"$ Wild",1.0
"$ With",1.0
"$ Wonderful",1.0
"$ You",5.0
"$ ]",2.0
"$ a",14.0
"$ about",1.0
"$ after",1.0
"$ all",1.0
"$ an",1.0
"$ and",43.0
"$ appetizers",1.0
"$ asparagus",1.0
"$ at",3.0
"$ bagel",1.0
"$ battered",1.0
"$ beef",1.0
"$ beer",1.0
"$ beers",2.0
"$ before",3.0
"$ big",1.0
"$ bill",2.0
"$ bones",1.0
"$ bottle",1.0
"$ bowl",2.0
"$ bucks",3.0
"$ burger",1.0
"$ but",5.0
"$ card",1.0
"$ charge",2.0
"$ cheeseburger",1.0
"$ chicken",1.0
"$ combo",1.0
"$ complete",1.0
"$ corking",3.0
"$ could",1.0
"$ couple",1.0
"$ credit",1.0
"$ day",1.0
"$ deal",1.0
"$ didnt",1.0
"$ dinner",2.0
"$ dollar",1.0
"$ dollars",2.0
"$ drafts",1.0
"$ during",1.0
"$ ea",3.0
"$ each",12.0
"$ eachorder",1.0
"$ entrees",2.0
"$ even",1.0
"$ extra",2.0
"$ filled",1.0
"$ fingersized",1.0
"$ for",79.0
"$ fresh",2.0
"$ from",1.0
"$ gift",3.0
"$ glass",2.0
"$ glasses",1.0
"$ got",1.0
"$ great",1.0
"$ happy",1.0
"$ home",1.0
"$ house",3.0
"$ huge",1.0
"$ if",3.0
"$ in",3.0
"$ inch",1.0
"$ incl",1.0
"$ included",2.0
"$ including",5.0
"$ instead",1.0
"$ is",3.0
"$ ish",1.0
"$ it",5.0
"$ its",1.0
"$ large",3.0
"$ later",2.0
"$ le",1.0
"$ love",1.0
"$ lunch",2.0
"$ maki",1.0
"$ making",1.0
"$ margaritas",1.0
"$ margs",1.0
"$ mark",1.0
"$ martini",1.0
"$ martinis",1.0
"$ max",1.0
"$ meal",4.0
"$ millionaire",1.0
"$ minimum",2.0
"$ mixed",1.0
"$ mozzarella",1.0
"$ mussels",1.0
"$ my",1.0
"$ noodle",1.0
"$ not",4.0
"$ off",11.0
"$ old",1.0
"$ on",9.0
"$ one",1.0
"$ onethird",1.0
"$ online",1.0
"$ or",11.0
"$ our",1.0
"$ oz",3.0
"$ panino",1.0
"$ per",5.0
"$ person",2.0
"$ personal",1.0
"$ piece",1.0
"$ plate",3.0
"$ plates",1.0
"$ plus",4.0
"$ po",1.0
"$ poorer",1.0
"$ portions",1.0
"$ pound",1.0
"$ pp",2.0
"$ premium",1.0
"$ price",6.0
"$ range",3.0
"$ respectively",1.0
"$ roll",1.0
"$ rolls",1.0
"$ sake",1.0
"$ sakeAnd",1.0
"$ salads",1.0
"$ seem",1.0
"$ served",1.0
"$ sfogliatelle",1.0
"$ shared",1.0
"$ signs",1.0
"$ smoothest",1.0
"$ so",6.0
"$ soups",1.0
"$ spaghetti",1.0
"$ specialty",2.0
"$ split",1.0
"$ steak",3.0
"$ tab",1.0
"$ tacos",2.0
"$ tasting",2.0
"$ tax",1.0
"$ that",5.0
"$ the",4.0
"$ then",1.0
"$ they",1.0
"$ theyre",1.0
"$ this",1.0
"$ thousands",1.0
"$ tip",3.0
"$ to",6.0
"$ topping",1.0
"$ tour",2.0
"$ tourists",1.0
"$ towards",1.0
"$ um",1.0
"$ up",1.0
"$ valet",1.0
"$ vegetable",1.0
"$ was",7.0
"$ we",3.0
"$ well",1.0
"$ wells",2.0
"$ were",1.0
"$ which",16.0
"$ wines",1.0
"$ wings",1.0
"$ with",10.0
"$ without",2.0
"$ worth",2.0
"$ you",5.0
"$ yummy",1.0
"* A",4.0
"* BBQ",1.0
"* Beignets",1.0
"* Black",1.0
"* Burger",1.0
"* Burrata",1.0
"* Chocolate",1.0
"* Clear",2.0
"* Crisp",1.0
"* Crosstrained",2.0
"* Decreased",2.0
"* Fantastic",1.0
"* Fries",2.0
"* Garlic",1.0
"* Grilled",1.0
"* Hot",2.0
"* I",1.0
"* Onion",1.0
"* Openclosed",2.0
"* Private",1.0
"* Roasted",1.0
"* Sauted",1.0
"* Seared",1.0
"* Self",1.0
"* Super",1.0
"* Sweet",1.0
"* The",2.0
"* Their",1.0
"* Truffled",2.0
"* Wagyu",1.0
"* Wedge",1.0
"* When",1.0
"* is",1.0
"* noticed",1.0
"* random",1.0
"* read",1.0
"* tasted",1.0
"** Personal",1.0
"*** Have",1.0
"**** Great",1.0
"**** INSIDE",1.0
"********************************** We",1.0
"***Bollywood Bollywood",1.0
"***We eat",2.0
"**BOTTOMLESS MIMOSAS",1.0
"**Chai iced",1.0
"**MINI Plate",1.0
"**Pad Se",1.0
"**Special portion",1.0
"**The beginning",1.0
"**UPDATE** No",1.0
"**cookiesChocolatePeanutBacon White",1.0
"*A desert",1.0
"*As for",1.0
"*Big Ol",1.0
"*Bloody Mary",1.0
"*Bruschetta toppings",1.0
"*Crab Fried",1.0
"*DRINKS* Service",1.0
"*Decor cute",1.0
"*Dessert* Cheese",1.0
"*Drinks* Service",1.0
"*Edamame standard",1.0
"*Food a",1.0
"*GASP* I",1.0
"*Gelato ok",1.0
"*Main Dishes*",1.0
"*Note they",1.0
"*Octopus Salad",1.0
"*Price it",1.0
"*Sake Bomber",1.0
"*Service oknot",1.0
"*Service there",1.0
"*Shrug* The",1.0
"*Starters* Tater",1.0
"*The glass",1.0
"*Theyre closed",1.0
"*Tuna panini",1.0
"*UPDATE Great",1.0
"*Vegetable salad",1.0
"*ahem* trick",1.0
"*all time*",1.0
"*all* establishments",1.0
"*clean* !",1.0
"*cough*SeamusandRula*clearsthroat* Sometimes",1.0
"*during happy",1.0
"*edit* The",1.0
"*floored* that",2.0
"*fyi Fibber",1.0
"*giggle* for",1.0
"*giggle* is",1.0
"*giggle* my",1.0
"*grain* here",1.0
"*havent* reviewed",1.0
"*hold for",1.0
"*off for",1.0
"*right* with",1.0
"*shivers* Barneys",1.0
"*sigh* Ill",1.0
"*sigh* They",1.0
"*stepping down",1.0
"*swore* it",1.0
"*the BEST*",1.0
"*the* place",1.0
"*traditional Egyptian",1.0
"*tried* to",1.0
"*years* but",1.0
"*yum* But",1.0
"@ $",1.0
"@ BigEarlsBBQ",1.0
"@ Cupz",1.0
"@ Dobson",1.0
"@ Local",1.0
"@ at",1.0
"@ bwilley",1.0
"@ citiscape",1.0
"@ ericeatsout",1.0
"@ home",1.0
"@ lynnekingsmith",1.0
"@ mrsquigon",1.0
"@ pieces",1.0
"@ quigonjinn",1.0
"@ san",1.0
"@ your",1.0
"A $",2.0
"A Ambiance",1.0
"A B",2.0
"A Bellini",2.0
"A Cuban",1.0
"A Customer",1.0
"A DOUBLE",1.0
"A Drinks",1.0
"A Ew",1.0
"A FEW",1.0
"A Filipino",1.0
"A Flexatarian",1.0
"A GOOD",1.0
"A Go",1.0
"A Honda",1.0
"A I",2.0
"A Im",1.0
"A It",1.0
"A LOT",7.0
"A MEXICAN",1.0
"A MUST",2.0
"A Metro",3.0
"A Metros",2.0
"A Michael",1.0
"A Miller",1.0
"A Nice",1.0
"A Quilmes",1.0
"A Roast",1.0
"A SLICE",1.0
"A TOTAL",1.0
"A Touch",1.0
"A Viet",2.0
"A Well",2.0
"A Wrap",2.0
"A a",1.0
"A and",2.0
"A at",1.0
"A bamillionzillionjillion",1.0
"A band",1.0
"A bargain",1.0
"A bartender",1.0
"A beautiful",1.0
"A bell",2.0
"A better",1.0
"A big",2.0
"A billion",1.0
"A bit",8.0
"A black",1.0
"A bonein",1.0
"A boneless",2.0
"A brightly",1.0
"A bunch",1.0
"A burger",4.0
"A chef",3.0
"A chipotle",1.0
"A coffee",2.0
"A collaboration",1.0
"A combination",1.0
"A completely",1.0
"A couple",10.0
"A course",1.0
"A cozy",2.0
"A crusade",1.0
"A day",1.0
"A decent",1.0
"A definite",2.0
"A diamond",1.0
"A distance",1.0
"A dj",1.0
"A fantastic",3.0
"A favorite",1.0
"A few",16.0
"A fillet",1.0
"A for",2.0
"A foreword",1.0
"A fresh",1.0
"A friend",5.0
"A friendly",2.0
"A fry",1.0
"A full",1.0
"A fun",3.0
"A funny",1.0
"A galls",1.0
"A game",1.0
"A gelato",1.0
"A generous",1.0
"A glass",1.0
"A good",7.0
"A grace",1.0
"A great",16.0
"A group",8.0
"A gulp",1.0
"A half",2.0
"A handful",1.0
"A heavy",2.0
"A helpyourself",1.0
"A highlight",1.0
"A huge",2.0
"A just",1.0
"A knowledgeable",2.0
"A large",3.0
"A little",16.0
"A lot",8.0
"A loud",1.0
"A lucky",1.0
"A manager",2.0
"A misnomer",2.0
"A mix",1.0
"A mixture",1.0
"A modern",1.0
"A mommy",1.0
"A more",1.0
"A most",3.0
"A much",1.0
"A must",6.0
"A new",1.0
"A nice",8.0
"A no",1.0
"A nod",2.0
"A nonIndian",1.0
"A number",1.0
"A on",1.0
"A onetwo",1.0
"A order",1.0
"A oz",1.0
"A parmesan",1.0
"A party",1.0
"A perfect",2.0
"A person",2.0
"A piece",1.0
"A place",5.0
"A pleasant",1.0
"A poor",1.0
"A pretentious",1.0
"A quaint",1.0
"A quick",1.0
"A rating",1.0
"A real",2.0
"A really",1.0
"A recent",1.0
"A relaxing",1.0
"A salad",2.0
"A saloon",1.0
"A sandwich",1.0
"A seared",1.0
"A seasoned",1.0
"A server",1.0
"A side",2.0
"A sign",3.0
"A sitdown",1.0
"A sleek",1.0
"A small",9.0
"A sole",1.0
"A solid",3.0
"A soup",2.0
"A special",1.0
"A spice",2.0
"A square",1.0
"A steakhouse",1.0
"A superlative",1.0
"A surprisingly",1.0
"A sushi",3.0
"A swanky",1.0
"A tableside",1.0
"A teacher",1.0
"A the",2.0
"A thin",1.0
"A third",1.0
"A through",1.0
"A tip",1.0
"A tomato",1.0
"A ton",1.0
"A total",1.0
"A tribute",1.0
"A true",2.0
"A truly",1.0
"A unique",1.0
"A very",5.0
"A waste",1.0
"A woman",1.0
"A wonderful",1.0
"AAA rating",1.0
"AB offers",1.0
"ABV beers",1.0
"AC I",1.0
"AC and",2.0
"AC bill",1.0
"AC inside",1.0
"AC is",1.0
"AC lower",2.0
"AC yea",2.0
"ADD I",1.0
"AE does",1.0
"AE instead",1.0
"AFTER restaurant",1.0
"AGAIN !",1.0
"AGREED to",1.0
"AHHHHH yeah",1.0
"AINT GOT",1.0
"AJI Uki",1.0
"AJs !",1.0
"AJs How",1.0
"AJs In",1.0
"AJs Running",1.0
"AJs Thank",1.0
"AJs around",1.0
"AJs in",1.0
"AJs just",1.0
"AKA Switch",1.0
"ALL Felt",1.0
"ALL I",2.0
"ALL THE",1.0
"ALL VEGETARIAN",1.0
"ALL are",1.0
"ALL but",1.0
"ALL desserts",1.0
"ALL experiance",1.0
"ALL out",1.0
"ALL reservered",1.0
"ALL the",1.0
"ALOHA PLATES",1.0
"ALSO out",1.0
"ALWAYS have",1.0
"ALWAYS there",1.0
"AM To",1.0
"AM because",1.0
"AM empire",1.0
"AM hoping",2.0
"AMAZED i",1.0
"AMAZING !",7.0
"AMAZING Brussels",1.0
"AMAZING Desert",1.0
"AMAZING Entrees",1.0
"AMAZING FOOD",1.0
"AMAZING HAPPY",1.0
"AMAZING I",4.0
"AMAZING PLACE",1.0
"AMAZING RED",1.0
"AMAZING SERVICE",1.0
"AMAZING She",1.0
"AMAZING The",2.0
"AMAZING at",1.0
"AMAZING back",1.0
"AMAZING cilantro",1.0
"AMAZING restaurant",1.0
"AMAZING wine",1.0
"AMBIANCE Its",1.0
"AMC Esplanade",2.0
"AMC dinein",1.0
"AMCnine Fork",1.0
"AMMMMAAAZZZINNNNG !",1.0
"AMber Scrambler",2.0
"AMber Scramblers",2.0
"AND !",2.0
"AND AS",1.0
"AND African",1.0
"AND BRUNCH**",1.0
"AND Beer",1.0
"AND DESPISE",1.0
"AND DIVES",1.0
"AND IF",1.0
"AND INDY",1.0
"AND MISS",1.0
"AND MR",2.0
"AND Mike",1.0
"AND Mondays",1.0
"AND ORDER",1.0
"AND Oringslife",1.0
"AND VEGAN",1.0
"AND YOU",1.0
"AND a",2.0
"AND as",1.0
"AND bad",1.0
"AND bananas",2.0
"AND dessert",2.0
"AND double",1.0
"AND food",2.0
"AND for",1.0
"AND huge",1.0
"AND lemon",1.0
"AND orange",1.0
"AND our",1.0
"AND red",1.0
"ANY condition",2.0
"ANY day",1.0
"ANY of",1.0
"ANYTHING else",1.0
"ANYTIME You",1.0
"ANYWHERE are",1.0
"ANd you",1.0
"AOK The",1.0
"AOK Theres",1.0
"AOK in",1.0
"AOK is",1.0
"AOk Nice",1.0
"APS light",1.0
"ARE A",1.0
"ARE DECEVING",1.0
"ARE GREAT",1.0
"ARE YOU",2.0
"ARE burger",1.0
"ARE letting",1.0
"ARE restaurants",1.0
"ARE some",1.0
"ARIZONA !",1.0
"ARRRRRIZZZZONNNNA Salad",2.0
"AS IF",1.0
"ASADA GRILLED",1.0
"ASAP !",1.0
"ASAP My",1.0
"ASAP and",1.0
"ASK for",3.0
"ASU Delicious",1.0
"ASU Off",1.0
"ASU That",1.0
"ASU and",2.0
"ASU art",1.0
"ASU cattle",1.0
"ASU let",1.0
"ASU student",1.0
"ASU students",2.0
"AT ALL",3.0
"AT a",1.0
"ATM in",1.0
"ATM inside",1.0
"ATM right",1.0
"ATMOSPHERE Cooperstown",2.0
"ATMOSPHERE Urban",1.0
"AUTHENTIC Is",1.0
