_id,value
"! $ MIMOSAS",1.0
"! $ includes",1.0
"! * *",1.0
"! * Always",3.0
"! * The",2.0
"! * Their",1.0
"! **Pad Se",1.0
"! *A bagged",1.0
"! *Whole wheat",1.0
"! *pizza is",2.0
"! *squeal* I",1.0
"! A bargain",1.0
"! A bit",2.0
"! A couple",1.0
"! A must",2.0
"! AND BONUS",1.0
"! AND reasonably",1.0
"! ASK for",1.0
"! Absolutely love",1.0
"! Actually for",1.0
"! Added half",1.0
"! Adding in",1.0
"! Adding siracha",1.0
"! Additional amenities",1.0
"! After a",1.0
"! After an",1.0
"! After being",1.0
"! After dining",1.0
"! After oohing",2.0
"! After reading",1.0
"! After the",2.0
"! Again great",1.0
"! Again with",1.0
"! AlHana I",1.0
"! All caffeine",1.0
"! All had",1.0
"! All in",3.0
"! All of",4.0
"! All sandwiches",1.0
"! All that",2.0
"! Also be",1.0
"! Also get",1.0
"! Also house",1.0
"! Also it",1.0
"! Also thats",2.0
"! Also the",3.0
"! Also they",3.0
"! Although with",1.0
"! Among the",1.0
"! An African",1.0
"! And I",4.0
"! And Ive",1.0
"! And according",1.0
"! And as",1.0
"! And better",1.0
"! And for",3.0
"! And give",1.0
"! And heres",1.0
"! And if",2.0
"! And it",4.0
"! And not",1.0
"! And paired",1.0
"! And served",1.0
"! And so",1.0
"! And thats",1.0
"! And the",3.0
"! And their",2.0
"! And there",2.0
"! And they",5.0
"! And theyre",1.0
"! And upon",1.0
"! And when",1.0
"! And with",1.0
"! And wow",1.0
"! And you",1.0
"! Another prime",1.0
"! Any way",1.0
"! Anyway the",1.0
"! Anyway you",2.0
"! Anyways check",1.0
"! Anyways thats",1.0
"! Are they",1.0
"! As an",1.0
"! As far",1.0
"! As for",4.0
"! As much",1.0
"! As someone",1.0
"! As well",1.0
"! At $",1.0
"! At about",1.0
"! At least",1.0
"! Atmosphere is",1.0
"! Awesome find",1.0
"! BTW They",1.0
"! BUMMER !",1.0
"! Banh Xeo",1.0
"! Based on",1.0
"! Be sure",2.0
"! Beautiful presentation",1.0
"! Beautiful wooden",1.0
"! Besides this",1.0
"! Besides what",1.0
"! Big portions",1.0
"! Bill Johnsons",1.0
"! Bonus points",2.0
"! Bonus they",1.0
"! Both of",1.0
"! Bread is",1.0
"! Brian had",1.0
"! Bring your",1.0
"! Btw if",1.0
"! Bungalow has",1.0
"! Burger was",1.0
"! But I",1.0
"! But believe",1.0
"! But hey",1.0
"! But its",1.0
"! But our",1.0
"! But overall",1.0
"! But the",1.0
"! But they",1.0
"! But very",1.0
"! But we",1.0
"! By the",2.0
"! Cabernet jelly",2.0
"! Can you",3.0
"! Caprese salad",1.0
"! Cartel is",1.0
"! Chain concrete",1.0
"! Cheap and",1.0
"! Cheaper and",1.0
"! Check them",1.0
"! Cheers !",1.0
"! Cheeseheaven Or",1.0
"! ChefsJapanese who",1.0
"! Chunks of",1.0
"! Clean welcoming",1.0
"! Combination $",1.0
"! Come on",1.0
"! Come try",1.0
"! Come with",1.0
"! Comer con",1.0
"! Content I",1.0
"! Cool funky",1.0
"! Crazy Ottos",1.0
"! Crossed somewhere",1.0
"! Cute little",1.0
"! D Last",1.0
"! DH loved",1.0
"! DO IT",1.0
"! Damn you",2.0
"! Definitely a",1.0
"! Definitely bring",2.0
"! Devoted owner",1.0
"! Did the",1.0
"! Dim sum",1.0
"! Dinner no",1.0
"! Dino and",1.0
"! Do not",2.0
"! Do yourself",2.0
"! Dont miss",1.0
"! Dosent it",1.0
"! Drink soup",1.0
"! Drop in",1.0
"! EVERYONE complimented",2.0
"! EXCELLENT SERVICE",1.0
"! Easily stars",2.0
"! Eat at",1.0
"! Eba is",1.0
"! Edamame was",1.0
"! Eddie was",1.0
"! Enjoy !",1.0
"! Especially mine",1.0
"! Established in",1.0
"! Even though",2.0
"! Ever need",1.0
"! Every single",1.0
"! Every table",1.0
"! Everybody drinks",1.0
"! Everything Ive",3.0
"! Everything about",1.0
"! Everything ordered",1.0
"! Everything was",1.0
"! Excellent service",2.0
"! Extensive menu",2.0
"! FINALLY !",2.0
"! FINALLY the",1.0
"! FIVE STARS",2.0
"! FYI Their",1.0
"! Finally I",1.0
"! Finally a",1.0
"! Finally the",3.0
"! Fingers crossed",1.0
"! First of",2.0
"! First off",1.0
"! Firstly they",1.0
"! Flat Iron",1.0
"! Food is",1.0
"! For $",4.0
"! For a",1.0
"! For an",1.0
"! For dessert",1.0
"! For dinner",2.0
"! For entrees",2.0
"! For my",1.0
"! For the",1.0
"! For those",1.0
"! For two",1.0
"! For us",1.0
"! Forest W",1.0
"! Forget about",2.0
"! Fortunately we",1.0
"! Four Girls",1.0
"! Free wifi",2.0
"! Fresh and",1.0
"! Fresh lemonade",1.0
"! From Chiliaquiles",1.0
"! From my",1.0
"! Full Set",1.0
"! GET A",1.0
"! GO Its",1.0
"! Generous portions",2.0
"! Get em",1.0
"! Get here",1.0
"! Get that",1.0
"! Glad I",1.0
"! Go here",1.0
"! Go try",1.0
"! God forbid",1.0
"! Good environment",2.0
"! Good job",1.0
"! Good lookin",1.0
"! Good old",1.0
"! Good prices",1.0
"! Good service",1.0
"! Great happy",2.0
"! Great little",1.0
"! Great portions",1.0
"! Great seating",1.0
"! Great service",1.0
"! Great thin",1.0
"! Great value",1.0
"! Great wine",1.0
"! Greeted by",1.0
"! Guess Tapino",1.0
"! Had Dan",2.0
"! Had the",1.0
"! Had very",1.0
"! Have had",3.0
"! Havent found",2.0
"! Having authentic",1.0
"! Having heard",2.0
"! He proclaimed",2.0
"! He said",1.0
"! He was",1.0
"! He went",1.0
"! Heard about",1.0
"! Hefe Hamburguesa",1.0
"! Here is",2.0
"! Hes probably",1.0
"! His wonderful",1.0
"! Hmmm my",2.0
"! Honestly the",1.0
"! Hottie devoured",1.0
"! How I",1.0
"! How can",3.0
"! How do",1.0
"! How infuriating",1.0
"! How the",1.0
"! However I",2.0
"! However this",1.0
"! Huauchinango is",1.0
"! Huge and",1.0
"! Huge prawns",1.0
"! I AM",2.0
"! I LOVE",1.0
"! I absolutely",1.0
"! I agreed",1.0
"! I almost",1.0
"! I already",1.0
"! I also",4.0
"! I am",3.0
"! I asked",2.0
"! I became",2.0
"! I believe",1.0
"! I called",1.0
"! I came",2.0
"! I can",4.0
"! I cant",4.0
"! I clean",1.0
"! I compare",1.0
"! I decided",1.0
"! I definitely",1.0
"! I did",2.0
"! I dont",10.0
"! I even",2.0
"! I felt",1.0
"! I finally",3.0
"! I forgot",1.0
"! I got",5.0
"! I grabbed",2.0
"! I guess",1.0
"! I had",14.0
"! I have",12.0
"! I havent",1.0
"! I just",5.0
"! I knew",1.0
"! I know",2.0
"! I laughed",1.0
"! I left",1.0
"! I like",3.0
"! I liked",1.0
"! I lived",1.0
"! I love",6.0
"! I loved",2.0
"! I may",1.0
"! I mean",4.0
"! I meancome",1.0
"! I mentioned",1.0
"! I met",1.0
"! I need",2.0
"! I normally",1.0
"! I ordered",10.0
"! I park",1.0
"! I probably",1.0
"! I protested",1.0
"! I quickly",1.0
"! I read",1.0
"! I really",4.0
"! I recommend",2.0
"! I sat",1.0
"! I saw",2.0
"! I seriously",2.0
"! I shared",1.0
"! I should",2.0
"! I started",1.0
"! I strolled",3.0
"! I suggest",1.0
"! I support",1.0
"! I think",3.0
"! I thoroughly",1.0
"! I thought",5.0
"! I took",4.0
"! I understand",1.0
"! I used",1.0
"! I usually",2.0
"! I waiting",1.0
"! I want",3.0
"! I wanted",1.0
"! I was",8.0
"! I watched",1.0
"! I went",5.0
"! I will",11.0
"! I wish",2.0
"! I would",11.0
"! Ice Cream",1.0
"! Id lived",1.0
"! Id suggest",1.0
"! If I",2.0
"! If that",1.0
"! If this",1.0
"! If you",13.0
"! If your",1.0
"! If youre",2.0
"! Ill be",4.0
"! Ill certainly",1.0
"! Ill keep",1.0
"! Im a",5.0
"! Im actually",1.0
"! Im also",2.0
"! Im not",6.0
"! Im so",1.0
"! Im sorry",1.0
"! Im stoked",1.0
"! Im sure",1.0
"! Im telling",2.0
"! Im very",1.0
"! Important note",1.0
"! In addition",1.0
"! In comparison",1.0
"! In either",1.0
"! In fact",2.0
"! In such",1.0
"! In summary",1.0
"! In this",1.0
"! Instead you",1.0
"! It all",1.0
"! It came",2.0
"! It consists",2.0
"! It could",1.0
"! It does",1.0
"! It had",1.0
"! It has",2.0
"! It is",4.0
"! It melted",1.0
"! It might",1.0
"! It provided",1.0
"! It sounds",1.0
"! It tasted",3.0
"! It very",1.0
"! It was",10.0
"! Its $",1.0
"! Its a",2.0
"! Its all",1.0
"! Its completely",1.0
"! Its gon",1.0
"! Its like",2.0
"! Its not",2.0
"! Its perfect",1.0
"! Its really",1.0
"! Its so",1.0
"! Its that",1.0
"! Ive a",1.0
"! Ive also",1.0
"! Ive been",8.0
"! Ive decided",1.0
"! Ive eaten",1.0
"! Ive enjoyed",1.0
"! Ive had",2.0
"! Ive never",3.0
"! Ive wanted",1.0
"! J and",1.0
"! Jeez Everyone",1.0
"! Josh and",1.0
"! Just finished",2.0
"! Just kidding",2.0
"! Just the",1.0
"! Keep in",1.0
"! Kelly was",1.0
"! Kudos to",1.0
"! LOLThe second",1.0
"! Lara walked",1.0
"! Last time",2.0
"! Last week",1.0
"! Lastly I",2.0
"! Lastly something",1.0
"! Let me",1.0
"! Lets talk",1.0
"! Like $",1.0
"! Like other",1.0
"! Literally !",1.0
"! Literally beat",2.0
"! Little pillows",1.0
"! Loaded with",1.0
"! Located in",1.0
"! Lollicup is",1.0
"! Lots of",2.0
"! Lotsa veggies",1.0
"! Love the",2.0
"! Love this",1.0
"! Loved everything",1.0
"! Loved the",1.0
"! Low prices",1.0
"! Luckily there",1.0
"! Lunch Buffet",2.0
"! Lunch options",2.0
"! Lunch was",1.0
"! M y",1.0
"! MONDAY MARTINI",1.0
"! Man I",1.0
"! Many of",1.0
"! Martinis are",1.0
"! Massively huge",1.0
"! Matt and",1.0
"! Maybe the",1.0
"! Maybe three",1.0
"! Meat is",1.0
"! Mine included",2.0
"! Modern Burger",1.0
"! Molto bene",1.0
"! Mom liked",2.0
"! Mom said",2.0
"! Most bars",1.0
"! Most dishessandwiches",1.0
"! Most places",1.0
"! Move over",2.0
"! Much bigger",1.0
"! Much to",2.0
"! My BFF",1.0
"! My all",1.0
"! My boyfriend",2.0
"! My brother",1.0
"! My chicken",1.0
"! My colleagues",1.0
"! My date",1.0
"! My dish",1.0
"! My family",1.0
"! My fav",1.0
"! My favorites",1.0
"! My filet",2.0
"! My first",2.0
"! My friend",5.0
"! My friends",1.0
"! My garnishes",1.0
"! My girlfriend",1.0
"! My group",1.0
"! My husband",3.0
"! My lovely",1.0
"! My new",1.0
"! My only",4.0
"! My party",1.0
"! My personal",2.0
"! My second",1.0
"! My stepdaughter",1.0
"! My wife",1.0
"! My wonderful",2.0
"! My yo",1.0
"! Napoleons !",1.0
"! Negative our",1.0
"! Negatives My",1.0
"! Next almost",1.0
"! Next time",2.0
"! Next up",1.0
"! Next we",3.0
"! Nice raw",1.0
"! Nice touch",1.0
"! Nigiri goes",1.0
"! No more",1.0
"! No one",1.0
"! No preservatives",2.0
"! Norma R",1.0
"! Not a",2.0
"! Not much",1.0
"! Not sure",1.0
"! Not surprise",2.0
"! Not the",1.0
"! Nothing to",2.0
"! Now I",3.0
"! Now almost",1.0
"! Now if",2.0
"! Now this",1.0
"! OFF THE",2.0
"! OH MY",1.0
"! OK here",1.0
"! OMG !",1.0
"! Observation Three",1.0
"! Of course",1.0
"! Oh and",7.0
"! Oh good",1.0
"! Oh how",1.0
"! Oh man",1.0
"! Oh waitI",1.0
"! Oh yeah",1.0
"! Ok A",1.0
"! Okay now",1.0
"! Okay okay",1.0
"! Okay so",1.0
"! On my",2.0
"! On one",1.0
"! Once I",2.0
"! One of",1.0
"! One thing",1.0
"! One up",1.0
"! Only thing",1.0
"! Or join",1.0
"! Order a",1.0
"! Other restaurants",2.0
"! Other than",1.0
"! Our coffee",1.0
"! Our server",2.0
"! Overall I",1.0
"! Overall it",1.0
"! Overall would",1.0
"! PS $",1.0
"! PS First",1.0
"! PS Got",1.0
"! PS I",1.0
"! PS They",1.0
"! PS they",1.0
"! Pair it",1.0
"! Parking downtown",1.0
"! Patio to",1.0
"! People of",1.0
"! Perfect Totties",1.0
"! Perfectly cooked",1.0
"! Perhaps a",1.0
"! Pho Ao",1.0
"! Pho an",1.0
"! Picture this",1.0
"! Plates start",2.0
"! Plenty of",2.0
"! Plus it",1.0
"! Plus they",3.0
"! Priced at",1.0
"! Prices are",3.0
"! Prices range",1.0
"! Produce is",1.0
"! Puzzled face",1.0
"! Quick note",1.0
"! REALLY !",1.0
"! Real good",2.0
"! Reasonable prices",2.0
"! Recently for",1.0
"! Red chile",1.0
"! Redendos had",1.0
"! Regardless it",1.0
"! Restaurant ~",1.0
"! Roaring Fork",2.0
"! Roasted Vegetables",2.0
"! SO GOOD",1.0
"! SO good",1.0
"! SOOO nice",1.0
"! Sabor Cubano",1.0
"! Same great",1.0
"! Sara V",1.0
"! Save room",1.0
"! Score !",1.0
"! Second the",1.0
"! Second visit",1.0
"! Secondly Bogi",1.0
"! Seems like",1.0
"! Seriously I",1.0
"! Seriously Phoenix",1.0
"! Seriously it",1.0
"! Seriously this",2.0
"! Served with",1.0
"! Service YESYOU",2.0
"! Service can",1.0
"! Service is",2.0
"! Service top",1.0
"! Service was",5.0
"! She ate",1.0
"! She got",1.0
"! She sings",1.0
"! She tried",1.0
"! Shrimp is",1.0
"! Since I",1.0
"! Since my",1.0
"! Since we",1.0
"! Skip the",1.0
"! Small must",1.0
"! Smallish portions",1.0
"! Smeeks is",2.0
"! So I",4.0
"! So SteakenBurger",1.0
"! So after",1.0
"! So beautiful",1.0
"! So crunchy",1.0
"! So far",1.0
"! So gooey",1.0
"! So hot",1.0
"! So its",1.0
"! So just",1.0
"! So legit",1.0
"! So starting",1.0
"! So this",2.0
"! So today",1.0
"! So we",1.0
"! So you",2.0
"! So youre",1.0
"! Some I",1.0
"! Some Polish",1.0
"! Some sort",1.0
"! Somehow this",1.0
"! Something Ive",1.0
"! Sorry you",1.0
"! Soups are",1.0
"! Soy is",1.0
"! Spicy jalapeno",2.0
"! Spinatos has",1.0
"! Sprouts is",1.0
"! Staff Theres",1.0
"! Started with",1.0
"! Stretchy while",1.0
"! Such an",1.0
"! Sure it",1.0
"! Tamale was",1.0
"! Tasty fresh",2.0
"! Thai on",1.0
"! Thank you",3.0
"! Thanks Smeeks",2.0
"! Thanks to",1.0
"! That and",1.0
"! That being",2.0
"! That food",2.0
"! That is",4.0
"! That kind",1.0
"! That made",1.0
"! That was",4.0
"! Thats a",3.0
"! Thats my",1.0
"! Thats okay",1.0
"! Thats right",1.0
"! Thats the",1.0
"! Thats what",1.0
"! The BEST",2.0
"! The Decor",1.0
"! The Gyros",1.0
"! The Hey",1.0
"! The Noodles",2.0
"! The Phoenician",2.0
"! The Poore",1.0
"! The Sausage",1.0
"! The Veggie",2.0
"! The apple",2.0
"! The atmosphere",2.0
"! The band",1.0
"! The bar",1.0
"! The bartender",1.0
"! The bathroom",1.0
"! The bbq",1.0
"! The beans",1.0
"! The beef",1.0
"! The best",4.0
"! The bottles",1.0
"! The broth",1.0
"! The building",2.0
"! The butter",1.0
"! The chicken",1.0
"! The coffee",1.0
"! The combo",2.0
"! The crowd",1.0
"! The deco",1.0
"! The decor",1.0
"! The drinks",2.0
"! The duck",1.0
"! The entire",1.0
"! The environment",2.0
"! The experience",1.0
"! The filling",1.0
"! The first",1.0
"! The fish",2.0
"! The flavor",1.0
"! The flavors",4.0
"! The foie",1.0
"! The food",12.0
"! The for",1.0
"! The fried",1.0
"! The garlic",1.0
"! The gnocchi",1.0
"! The have",1.0
"! The horchata",1.0
"! The hummus",1.0
"! The icing",1.0
"! The ingredients",1.0
"! The lows",2.0
"! The main",1.0
"! The major",1.0
"! The meat",2.0
"! The menu",7.0
"! The minced",1.0
"! The mini",2.0
"! The moment",1.0
"! The most",1.0
"! The omelets",1.0
"! The one",2.0
"! The only",5.0
"! The other",1.0
"! The owners",1.0
"! The parking",1.0
"! The pastries",1.0
"! The people",1.0
"! The pepper",1.0
"! The pink",1.0
"! The place",6.0
"! The portion",1.0
"! The portions",3.0
"! The price",3.0
"! The prices",4.0
"! The produce",1.0
"! The quality",1.0
"! The quesadilla",1.0
"! The quesadillas",1.0
"! The ramen",1.0
"! The restaurant",2.0
"! The rib",1.0
"! The ribs",1.0
"! The rice",2.0
"! The salad",1.0
"! The salads",1.0
"! The salsa",1.0
"! The sauce",1.0
"! The sausage",1.0
"! The seasonings",1.0
"! The second",2.0
"! The selection",1.0
"! The service",9.0
"! The setting",1.0
"! The shabu",1.0
"! The sights",1.0
"! The spice",2.0
"! The staff",5.0
"! The sushi",2.0
"! The tacos",2.0
"! The three",1.0
"! The tots",1.0
"! The tzatziki",1.0
"! The waffle",2.0
"! The waitress",1.0
"! The weather",1.0
"! The whole",1.0
"! The wine",1.0
"! Their Potatoes",1.0
"! Their breakfast",1.0
"! Their dishes",1.0
"! Their normal",1.0
"! Their rolls",1.0
"! Their stir",1.0
"! Then I",1.0
"! Then followed",1.0
"! Then he",1.0
"! Then run",1.0
"! Then the",2.0
"! Then there",1.0
"! Then when",1.0
"! There I",1.0
"! There are",1.0
"! There arent",1.0
"! There is",8.0
"! There was",5.0
"! There were",2.0
"! Theres just",1.0
"! Theres lots",2.0
"! Theresa was",1.0
"! These are",1.0
"! They accept",1.0
"! They also",9.0
"! They are",3.0
"! They can",1.0
"! They didnt",1.0
"! They do",2.0
"! They even",3.0
"! They gave",1.0
"! They had",3.0
"! They have",17.0
"! They invited",1.0
"! They just",1.0
"! They pride",1.0
"! They roast",1.0
"! They served",1.0
"! They should",2.0
"! They were",3.0
"! Theyve got",2.0
"! Thin crust",1.0
"! This Greek",1.0
"! This Wendys",1.0
"! This coffee",1.0
"! This feast",1.0
"! This first",2.0
"! This is",12.0
"! This made",2.0
"! This new",1.0
"! This one",1.0
"! This place",12.0
"! This restaurant",1.0
"! This restuarant",1.0
"! This stuff",1.0
"! This time",1.0
"! This was",3.0
"! Those babies",1.0
"! Though the",1.0
"! To end",1.0
"! To my",1.0
"! To sum",1.0
"! Today I",2.0
"! Tom Yum",1.0
"! Tons of",1.0
"! Tops wouldve",2.0
"! Torched Goodness",2.0
"! Total bill",1.0
"! Totally recommend",1.0
"! Totally reminds",2.0
"! Toward the",1.0
"! Try and",1.0
"! Try the",3.0
"! Try to",1.0
"! Trying to",1.0
"! Two Korean",1.0
"! Two night",1.0
"! Two please",1.0
"! Two poached",1.0
"! Two times",2.0
"! Unbelievers will",1.0
"! Unfortunately for",1.0
"! Update The",1.0
"! Upon arrival",1.0
"! Upstairs they",1.0
"! Usually I",1.0
"! Usually Ive",1.0
"! Usually you",1.0
"! VEGGIE TURKEY",1.0
"! Very fresh",1.0
"! Very friendly",1.0
"! Very good",1.0
"! Very much",1.0
"! Very nice",1.0
"! Very reasonably",2.0
"! Very spacious",1.0
"! Very yummy",1.0
"! WHY you",1.0
"! WOW !",1.0
"! WTF !",1.0
"! WTF I",1.0
"! Warm and",1.0
"! Warm gooey",1.0
"! We added",1.0
"! We all",1.0
"! We also",4.0
"! We are",2.0
"! We arrived",1.0
"! We ate",1.0
"! We barely",1.0
"! We both",3.0
"! We bought",1.0
"! We came",1.0
"! We decided",1.0
"! We didnt",2.0
"! We found",2.0
"! We have",1.0
"! We keep",1.0
"! We mixed",1.0
"! We ordered",5.0
"! We practically",1.0
"! We sat",3.0
"! We shared",1.0
"! We started",5.0
"! We tried",1.0
"! We used",1.0
"! We walked",2.0
"! We went",2.0
"! We were",9.0
"! We will",3.0
"! Well I",2.0
"! Well be",2.0
"! Well its",1.0
"! Well worth",1.0
"! Wellno more",1.0
"! Went there",1.0
"! Weve taken",1.0
"! What a",2.0
"! What are",1.0
"! What better",2.0
"! What can",2.0
"! What do",1.0
"! What else",1.0
"! What is",1.0
"! What more",2.0
"! What you",1.0
"! Whats not",1.0
"! When I",1.0
"! When Tien",1.0
"! When its",1.0
"! When the",2.0
"! When we",2.0
"! When you",4.0
"! Where was",1.0
"! Where will",1.0
"! Wheres the",1.0
"! Whew !",1.0
"! While the",2.0
"! While this",1.0
"! While we",3.0
"! Whoohoo !",1.0
"! Why are",1.0
"! Why would",2.0
"! Will be",1.0
"! Will definitely",1.0
"! Wines by",1.0
"! With its",1.0
"! With our",1.0
"! With the",1.0
"! Wonderful atmosphere",1.0
"! Woo hoo",1.0
"! Woodlands is",2.0
"! Woofreakinhoo !",1.0
"! Wow for",1.0
"! Wow the",1.0
"! Xtreme jerks",1.0
"! YAY !",1.0
"! YAY AGAIN",1.0
"! YUM !",1.0
"! YUMMM The",1.0
"! Yeah !",1.0
"! Yeah I",1.0
"! Yeah Id",1.0
"! Yeah again",1.0
"! Yep you",1.0
"! Yes I",5.0
"! Yes its",1.0
"! Yes maybe",1.0
"! Yes some",1.0
"! Yes the",2.0
"! Yes we",1.0
"! You blew",1.0
"! You brew",1.0
"! You can",4.0
"! You cant",1.0
"! You get",1.0
"! You help",1.0
"! You know",1.0
"! You must",2.0
"! You really",1.0
"! You should",1.0
"! You start",1.0
"! You will",1.0
"! Your choice",1.0
"! Your food",1.0
"! Your mac",1.0
"! Your sushi",1.0
"! Your water",1.0
"! Youre really",1.0
"! Yummy And",1.0
"! Yummy homemade",1.0
"! [ Recommend",1.0
"! ] It",1.0
"! _ And",1.0
"! again TRY",1.0
"! and I",1.0
"! and a",1.0
"! and brings",1.0
"! and cheap",1.0
"! and cheapyay",1.0
"! and coupled",1.0
"! and he",1.0
"! and individual",1.0
"! and make",1.0
"! and no",1.0
"! and of",1.0
"! and the",6.0
"! and their",1.0
"! and then",1.0
"! and there",1.0
"! and tried",1.0
"! and we",1.0
"! andok not",1.0
"! anyway Im",1.0
"! are halfoff",1.0
"! as I",2.0
"! as well",1.0
"! bacon porky",1.0
"! berry berry",1.0
"! best hamburger",1.0
"! bucks and",1.0
"! but I",1.0
"! but it",2.0
"! but quite",1.0
"! but they",1.0
"! butter After",1.0
"! cakes tarts",1.0
"! cheaper then",1.0
"! come with",1.0
"! dinner for",1.0
"! dont forget",1.0
"! even better",1.0
"! extra sweet",1.0
"! five stars",1.0
"! for My",1.0
"! free rein",2.0
"! friendly staff",1.0
"! from vino",1.0
"! fun poker",1.0
"! gimmick that",1.0
"! great food",1.0
"! great prices",1.0
"! grocery store",1.0
"! hello to",1.0
"! how can",1.0
"! how in",1.0
"! how is",1.0
"! httpwwwyelpcombiz_photosfjvuPkvrTOoIjNqLvrJQselectbxEWoaCRUIKehDg The",1.0
"! httpwwwyelpcombiz_photosfjvuPkvrTOoIjNqLvrJQselectc_fSJOQv__lXAlLYBRw These",1.0
"! httpwwwyelpcombiz_photosgXYLVPNWzWTwXQVpSgselectdkGEbgCJoZOQBPaqfQdkGEbgCJoZOQBPaqfQ Three",1.0
"! httpwwwyelpcombiz_photosgXYLVPNWzWTwXQVpSgselectpCnEjydpyvZQlYuTBQpCnEjydpyvZQlYuTBQ This",1.0
"! i agree",1.0
"! i had",1.0
"! i havent",1.0
"! i highly",1.0
"! i love",2.0
"! i ordered",2.0
"! i swear",1.0
"! i went",3.0
"! i will",1.0
"! if all",1.0
"! ill be",1.0
"! instead of",2.0
"! jadore Chimis",1.0
"! knotch has",1.0
"! like the",1.0
"! literally !",2.0
"! lunch for",1.0
"! macaroons !",1.0
"! my boca",2.0
"! new cateogry",1.0
"! nom nom",1.0
"! non alcoholic",1.0
"! of the",1.0
"! omelet It",1.0
"! on PBS",1.0
"! on my",1.0
"! on the",1.0
"! or a",1.0
"! or maybe",1.0
"! or was",1.0
"! other yogurt",1.0
"! our food",1.0
"! plus plenty",1.0
"! ps Thank",1.0
"! really spacious",2.0
"! reminded me",1.0
"! replies friend",1.0
"! rinse and",1.0
"! salvaged the",1.0
"! sausagebacona couple",1.0
"! seriously !",1.0
"! she barked",1.0
"! sheriff joe",1.0
"! so excited",1.0
"! something I",1.0
"! squee !",1.0
"! star Onion",1.0
"! stars Arizona",1.0
"! stars So",1.0
"! stars We",1.0
"! stars because",1.0
"! stars for",2.0
"! stars no",1.0
"! starts at",1.0
"! super affordable",1.0
"! tacos al",1.0
"! that morning",1.0
"! thats how",1.0
"! the Herb",1.0
"! the food",1.0
"! the price",1.0
"! the prices",1.0
"! the various",2.0
"! the way",1.0
"! they nailed",1.0
"! they werent",1.0
"! this little",1.0
"! this really",1.0
"! too sweet",1.0
"! tootsy maki",1.0
"! was filled",1.0
"! we dont",1.0
"! we had",1.0
"! we plan",1.0
"! we promise",1.0
"! wed eat",1.0
"! who was",2.0
"! with only",1.0
"! wtf have",1.0
"! you are",1.0
"$ ! !",7.0
"$ ! All",1.0
"$ ! But",1.0
"$ ! Can",1.0
"$ ! How",1.0
"$ ! I",1.0
"$ ! If",1.0
"$ ! Mine",2.0
"$ ! My",2.0
"$ ! Parking",1.0
"$ ! The",1.0
"$ ! or",1.0
"$ $ $",7.0
"$ $ @",1.0
"$ $ All",1.0
"$ $ Community",1.0
"$ $ I",3.0
"$ $ Melts",1.0
"$ $ about",1.0
"$ $ and",2.0
"$ $ at",2.0
"$ $ dinner",2.0
"$ $ ish",1.0
"$ $ maki",1.0
"$ $ noodle",1.0
"$ $ per",1.0
"$ $ plate",2.0
"$ $ range",5.0
"$ $ signs",1.0
"$ $ tax",1.0
"$ $ was",1.0
"$ *Bagged matchstick",1.0
"$ *Octopus Salad",1.0
"$ @ Crazy",1.0
"$ A SHOT",1.0
"$ A great",1.0
"$ A large",1.0
"$ A seared",1.0
"$ Absolutely worth",1.0
"$ After our",1.0
"$ All entrees",1.0
"$ All in",1.0
"$ All the",1.0
"$ Along side",1.0
